product_id,p_code
VAR-QB00141,P233
VAR-QB00141,P240
VAR-QB00141,P241
VAR-QB00141,P242
VAR-QB00141,P243
VAR-QB00141,P280
VAR-QB00141,P303+P361+P353
VAR-QB00141,P332+P313
VAR-QB00141,P362
VAR-QB00141,P370+P378
VAR-QB00141,P403+P235
VAR-QB00141,P501
KAO-QB00070,P280
KAO-QB00070,P210
KAO-QB00070,P241
KAO-QB00070,P242
KAO-QB00070,P243
KAO-QB00070,P233
KAO-QB00070,P273
KAO-QB00070,P303+P361+P353
KAO-QB00070,P403+P235
KAO-QB00070,P501
KAO-QB00072,P280
KAO-QB00072,P210
KAO-QB00072,P241
KAO-QB00072,P242
KAO-QB00072,P243
KAO-QB00072,P233
KAO-QB00072,P273
KAO-QB00072,P303+P361+P353
KAO-QB00072,P403+P235
KAO-QB00072,P501
KAO-QB00075,P280
KAO-QB00075,P273
KAO-QB00075,P270
KAO-QB00075,P264
KAO-QB00075,P391
KAO-QB00075,P304+P310
KAO-QB00075,P301+P310
KAO-QB00075,P303+P361+P353
KAO-QB00075,P310
KAO-QB00075,P405
KAO-QB00075,P501
KAO-QB00076,P280
KAO-QB00076,P210
KAO-QB00076,P241
KAO-QB00076,P242
KAO-QB00076,P243
KAO-QB00076,P233
KAO-QB00076,P270
KAO-QB00076,P264
KAO-QB00076,P304+P340
KAO-QB00076,P310
KAO-QB00076,P301+P310
KAO-QB00076,P330
KAO-QB00076,P331
KAO-QB00076,P303+P361+P353
KAO-QB00076,P363
KAO-QB00076,P302+P312
KAO-QB00076,P352
KAO-QB00076,P305+P351+P338
KAO-QB00076,P405
KAO-QB00076,P403+P235
KAO-QB00076,P501
KAO-QB00078,P280
KAO-QB00078,P210
KAO-QB00078,P270
KAO-QB00078,P264
KAO-QB00078,P304+P340
KAO-QB00078,P310
KAO-QB00078,P301+P310
KAO-QB00078,P330
KAO-QB00078,P331
KAO-QB00078,P303+P361+P353
KAO-QB00078,P363
KAO-QB00078,P305+P351+P338
KAO-QB00078,P405
KAO-QB00078,P501
IFF-QB00195,P280
IFF-QB00195,P302+P352
IFF-QB00195,P305+P351+P338
VAR-QB00144,P273
VAR-QB00144,P305+P351+P338
VAR-QB00144,P501
IFF-QB00282,P210
IFF-QB00282,P240
IFF-QB00282,P241
IFF-QB00282,P242
IFF-QB00282,P243
IFF-QB00282,P261
IFF-QB00282,P264
IFF-QB00282,P280
IFF-QB00282,P301+P310
IFF-QB00282,P303+P361+P353
IFF-QB00282,P305+P351+P338
IFF-QB00282,P331
IFF-QB00282,P333+P313
IFF-QB00282,P337+P313
IFF-QB00282,P362+P364
IFF-QB00282,P370+P378
IFF-QB00282,P391
IFF-QB00282,P403+P235
IFF-QB00282,P405
IFF-QB00282,P501
IFF-QB00117,P261
IFF-QB00117,P280
IFF-QB00117,P302+P352
IFF-QB00117,P308+P313
IFF-QB00117,P333+P313
IFF-QB00117,P362+P364
IFF-QB00066,P210
IFF-QB00066,P261
IFF-QB00066,P280
IFF-QB00066,P302+P352
IFF-QB00066,P308+P313
IFF-QB00066,P333+P313
IFF-QB00066,P370+P378
IFF-QB00118,P210
IFF-QB00118,P261
IFF-QB00118,P280
IFF-QB00118,P301+P310
IFF-QB00118,P302+P352
IFF-QB00118,P305+P351+P338
IFF-QB00118,P308+P313
IFF-QB00118,P331
IFF-QB00118,P333+P313
IFF-QB00118,P337+P313
IFF-QB00118,P370+P378
IFF-QB00283,P280
IFF-QB00283,P301+P310
IFF-QB00283,P302+P352
IFF-QB00067,P261
IFF-QB00067,P280
IFF-QB00067,P302+P352
IFF-QB00067,P305+P351+P338+P310
IFF-QB00067,P308+P313
IFF-QB00067,P333+P313
IFF-QB00067,P337+P313
IFF-QB00284,P210
IFF-QB00284,P261
IFF-QB00284,P264
IFF-QB00284,P272
IFF-QB00284,P273
IFF-QB00284,P280
IFF-QB00284,P302+P352
IFF-QB00284,P305+P351+P338
IFF-QB00284,P331
IFF-QB00284,P333+P313
IFF-QB00284,P337+P313
IFF-QB00284,P370+P378
IFF-QB00284,P391
IFF-QB00284,P403+P235
IFF-QB00284,P405
IFF-QB00284,P501
IFF-QB00286,P201
IFF-QB00286,P202
IFF-QB00286,P210
IFF-QB00286,P261
IFF-QB00286,P264
IFF-QB00286,P272
IFF-QB00286,P273
IFF-QB00286,P302+P352
IFF-QB00286,P305+P351+P338
IFF-QB00286,P312
IFF-QB00286,P337+P313
IFF-QB00286,P362+P364
IFF-QB00286,P370+P378
IFF-QB00286,P391
IFF-QB00286,P403+P235
IFF-QB00286,P405
IFF-QB00286,P501
IFF-QB00068,P210
IFF-QB00068,P261
IFF-QB00068,P280
IFF-QB00068,P302+P352
IFF-QB00068,P305+P351+P338
IFF-QB00068,P308+P313
IFF-QB00068,P333+P313
IFF-QB00068,P337+P313
IFF-QB00068,P370+P378
IFF-QB00120,P210
IFF-QB00120,P261
IFF-QB00120,P280
IFF-QB00120,P302+P352
IFF-QB00120,P305+P351+P338
IFF-QB00120,P308+P313
IFF-QB00120,P333+P313
IFF-QB00120,P337+P313
IFF-QB00120,P370+P378
IFF-QB00196,P210
IFF-QB00196,P261
IFF-QB00196,P280
IFF-QB00196,P302+P352
IFF-QB00196,P305+P351+P338
IFF-QB00196,P308+P313
IFF-QB00196,P333+P313
IFF-QB00196,P337+P313
IFF-QB00196,P370+P378
IFF-QB00287,P201
IFF-QB00287,P202
IFF-QB00287,P210
IFF-QB00287,P261
IFF-QB00287,P264
IFF-QB00287,P272
IFF-QB00287,P273
IFF-QB00287,P302+P352
IFF-QB00287,P305+P351+P338
IFF-QB00287,P312
IFF-QB00287,P337+P313
IFF-QB00287,P362+P364
IFF-QB00287,P370+P378
IFF-QB00287,P391
IFF-QB00287,P403+P235
IFF-QB00287,P405
IFF-QB00287,P501
ASH-QB00050,P312
VAR-QB00149,P264
VAR-QB00149,P280
VAR-QB00149,P301+P310+P331
VAR-QB00149,P321
VAR-QB00149,P337+P313
VAR-QB00149,P391
IFF-QB00288,P280
IFF-QB00288,P301+P310
IFF-QB00288,P302+P352
IFF-QB00172,P210
IFF-QB00172,P280
IFF-QB00172,P302+P352
IFF-QB00121,P210
IFF-QB00121,P280
IFF-QB00121,P302+P352
IFF-QB00291,P261
IFF-QB00291,P280
IFF-QB00291,P302+P352
IFF-QB00291,P305+P351+P338
IFF-QB00291,P333+P313
IFF-QB00291,P337+P313
IFF-QB00069,P280
IFF-QB00069,P302+P352
IFF-QB00069,P305+P351+P338
IFF-QB00035,P261
IFF-QB00035,P280
IFF-QB00035,P302+P352
IFF-QB00035,P308+P313
IFF-QB00035,P333+P313
IFF-QB00035,P362+P364
ASH-QB00052,P312
